ID,Location_ID,Sensing_Date,HourDay,Direction_1,Direction_2,Total_of_Directions,Sensor_Name,Location
66120251023,66,2025-10-23,1,30,16,46,QVN_T,"-37.81057846, 144.96444294"
541020251030,54,2025-10-30,10,144,89,233,Swa607_T,"-37.804024, 144.96308399"
143720251012,143,2025-10-12,7,49,99,148,Spencer_T,"-37.821728, 144.95557015"
1321920251027,132,2025-10-27,19,127,146,273,King335_T,"-37.81267639, 144.95386444"
132420251019,132,2025-10-19,4,21,11,32,King335_T,"-37.81267639, 144.95386444"
1842320251017,184,2025-10-17,23,258,299,557,Eli124_T,"-37.81512416, 144.96371988"
251520251005,25,2025-10-05,15,1161,1288,2449,MCEC_T,"-37.82401776, 144.95604426"
1852320251008,185,2025-10-08,23,188,151,339,Eli197_T,"-37.81374643, 144.96276183"
171620251027,17,2025-10-27,16,234,385,619,Col15_T,"-37.81362543, 144.97323591"
42720251012,42,2025-10-12,7,9,12,21,UM1_T,"-37.80008566, 144.96386412"
291320251015,29,2025-10-15,13,269,336,605,AG_T,"-37.8199817, 144.96872865"
591220251003,59,2025-10-03,12,1097,1096,2193,RMIT_T,"-37.80825648, 144.96304859"
133220251007,133,2025-10-07,2,8,9,17,Spen229_T,"-37.81531435, 144.95227769"
632120251004,63,2025-10-04,21,301,453,754,Bou231_T,"-37.81333081, 144.96675571"
62820251025,62,2025-10-25,8,57,45,102,Lat224_T,"-37.80996494, 144.96216521"
2101120251009,210,2025-10-09,11,26,41,67,WatCit_T,"-37.8157484, 144.93978108"
172020251006,17,2025-10-06,20,67,87,154,Col15_T,"-37.81362543, 144.97323591"
2111220251023,211,2025-10-23,12,609,671,1280,SouthB_T,"-37.82020539, 144.96499384"
136720251026,136,2025-10-26,7,33,27,60,BirFed1120_T,"-37.8184141, 144.97357915"
1081820251020,108,2025-10-20,18,498,184,682,261Will_T,"-37.81295822, 144.95678789"
1311620251008,131,2025-10-08,16,78,124,202,King2_T,"-37.82009057, 144.95758725"
582020251018,58,2025-10-18,20,343,287,630,Bou688_T,"-37.81686075, 144.95358075"
591620251011,59,2025-10-11,16,633,568,1201,RMIT_T,"-37.80825648, 144.96304859"
1351320251021,135,2025-10-21,13,421,475,896,Spen161_T,"-37.8172861, 144.95319102"
133520251016,133,2025-10-16,5,79,76,155,Spen229_T,"-37.81531435, 144.95227769"
184020251026,184,2025-10-26,0,89,167,256,Eli124_T,"-37.81512416, 144.96371988"
1791820251024,179,2025-10-24,18,91,84,175,Pow61_T,"-37.82392385, 144.96299677"
851820251029,85,2025-10-29,18,91,92,183,488Mac_T,"-37.79432415, 144.92973378"
861120251001,86,2025-10-01,11,60,45,105,574Qub_T,"-37.80309992, 144.94908064"
191020251013,19,2025-10-13,10,179,140,319,LtB210_T,"-37.81237202, 144.96550671"
134820251022,134,2025-10-22,8,126,237,363,Spen201_T,"-37.81694221, 144.95303935"
2420251016,2,2025-10-16,4,4,3,7,Bou283_T,"-37.81380668, 144.96516718"
621320251016,62,2025-10-16,13,291,239,530,Lat224_T,"-37.80996494, 144.96216521"
511220251009,51,2025-10-09,12,172,161,333,Fra118_T,"-37.80841815, 144.95906316"
21720251013,2,2025-10-13,17,731,544,1275,Bou283_T,"-37.81380668, 144.96516718"
461320251011,46,2025-10-11,13,86,84,170,Pel147_T,"-37.80240719, 144.9615673"
1872020251030,187,2025-10-30,20,95,117,212,Swa330_T,"-37.80942561, 144.96395473"
252120251016,25,2025-10-16,21,630,380,1010,MCEC_T,"-37.82401776, 144.95604426"
8120251015,8,2025-10-15,1,2,1,3,WebBN_T,"-37.82293543, 144.9471751"
85220251026,85,2025-10-26,2,2,1,3,488Mac_T,"-37.79432415, 144.92973378"
562020251019,56,2025-10-19,20,276,243,519,Lon364_T,"-37.81234775, 144.96153311"
210220251008,210,2025-10-08,2,4,4,8,WatCit_T,"-37.8157484, 144.93978108"
70320251003,70,2025-10-03,3,1,2,3,Errol20_T,"-37.80456984, 144.94946228"
1381520251031,138,2025-10-31,15,6,10,16,EntPark1671_T,"-37.81996544, 144.95981454"
1642120251004,164,2025-10-04,21,53,57,110,Lat526_T,"-37.813005, 144.95160411"
164420251029,164,2025-10-29,4,2,0,2,Lat526_T,"-37.813005, 144.95160411"
1241220251012,124,2025-10-12,12,1,1,2,BirBridge_T,"-37.81757416, 144.97329934"
181520251014,181,2025-10-14,5,24,54,78,Eli368_T,"-37.81009465, 144.96143149"
118920251027,118,2025-10-27,9,21,6,27,Fli114C_T,"-37.81632783, 144.97090512"
162120251017,162,2025-10-17,1,43,23,66,Eli489_T,"-37.80740397, 144.95987909"
11920251016,1,2025-10-16,19,825,648,1473,Bou292_T,"-37.81349441, 144.96515323"
121520251024,12,2025-10-24,15,128,153,281,NewQ_T,"-37.81457988, 144.94292398"
49120251027,49,2025-10-27,1,34,39,73,Eli501_T,"-37.80730068, 144.95956055"
2121020251028,212,2025-10-28,10,257,270,527,SouthB_T,"-37.82025374, 144.96501549"
621420251030,62,2025-10-30,14,246,218,464,Lat224_T,"-37.80996494, 144.96216521"
24920251013,24,2025-10-13,9,1154,389,1543,Col620_T,"-37.81887963, 144.95449198"
531820251002,53,2025-10-02,18,544,369,913,Col254_T,"-37.81564191, 144.965499"
1171220251026,117,2025-10-26,12,24,63,87,Fli114F_T,"-37.81629332, 144.97090877"
311120251017,31,2025-10-17,11,142,115,257,Lyg161_T,"-37.80169681, 144.96658911"
101420251019,10,2025-10-19,14,67,40,107,BouHbr_T,"-37.81876474, 144.94710545"
92120251011,9,2025-10-11,21,66,42,108,Col700_T,"-37.81982992, 144.95102555"
50120251018,50,2025-10-18,1,10,3,13,Lyg309_T,"-37.79808192, 144.96721013"
1341420251027,134,2025-10-27,14,290,324,614,Spen201_T,"-37.81694221, 144.95303935"
701320251027,70,2025-10-27,13,118,132,250,Errol20_T,"-37.80456984, 144.94946228"
31620251002,3,2025-10-02,16,1177,1209,2386,Swa295_T,"-37.81101524, 144.96429485"
441020251020,44,2025-10-20,10,77,103,180,UM3_T,"-37.79698741, 144.96441306"
611220251019,61,2025-10-19,12,343,485,828,RMIT14_T,"-37.80767455, 144.96309114"
1821520251014,182,2025-10-14,15,229,195,424,King163_T,"-37.81627451, 144.95550503"
50220251011,50,2025-10-11,2,3,1,4,Lyg309_T,"-37.79808192, 144.96721013"
51720251031,51,2025-10-31,7,43,29,72,Fra118_T,"-37.80841815, 144.95906316"
461120251031,46,2025-10-31,11,77,46,123,Pel147_T,"-37.80240719, 144.9615673"
721820251012,72,2025-10-12,18,75,137,212,ACMI_T,"-37.81726338, 144.96872809"
117620251004,117,2025-10-04,6,17,12,29,Fli114F_T,"-37.81629332, 144.97090877"
391220251017,39,2025-10-17,12,288,118,406,AlfPl_T,"-37.81379749, 144.96995745"
1381720251030,138,2025-10-30,17,21,4,25,EntPark1671_T,"-37.81996544, 144.95981454"
137120251012,137,2025-10-12,1,1,1,2,BouHbr2353_T,"-37.81894815, 144.94612292"
37720251008,37,2025-10-08,7,13,20,33,Lyg260_T,"-37.80107122, 144.96704554"
1311620251025,131,2025-10-25,16,187,63,250,King2_T,"-37.82009057, 144.95758725"
51620251018,5,2025-10-18,16,1446,1296,2742,PriNW_T,"-37.81874249, 144.96787656"
134520251007,134,2025-10-07,5,54,58,112,Spen201_T,"-37.81694221, 144.95303935"
2720251010,2,2025-10-10,7,40,78,118,Bou283_T,"-37.81380668, 144.96516718"
1391420251031,139,2025-10-31,14,40,52,92,Signal1647_T,"-37.81959923, 144.9632832"
521320251006,52,2025-10-06,13,359,314,673,Eli263_T,"-37.81252157, 144.9619401"
37420251014,37,2025-10-14,4,0,1,1,Lyg260_T,"-37.80107122, 144.96704554"
135120251013,135,2025-10-13,1,21,39,60,Spen161_T,"-37.8172861, 144.95319102"
40320251026,40,2025-10-26,3,8,2,10,Spr201_T,"-37.80999341, 144.97227587"
23820251012,23,2025-10-12,8,68,99,167,Col623_T,"-37.81909256, 144.95452748"
130920251017,130,2025-10-17,9,42,34,76,Bou892T,"-37.8204637, 144.94126826"
48920251012,48,2025-10-12,9,219,163,382,QVMQ_T,"-37.80631581, 144.95866697"
47020251018,47,2025-10-18,0,160,187,347,Eli250_T,"-37.81258467, 144.9625775"
68620251017,68,2025-10-17,6,17,16,33,FLDegN_T,"-37.8168479, 144.96559789"
18720251030,18,2025-10-30,7,47,431,478,Col12_T,"-37.81344862, 144.97305353"
131920251008,131,2025-10-08,9,102,139,241,King2_T,"-37.82009057, 144.95758725"
1801720251031,180,2025-10-31,17,87,63,150,Mac330_T,"-37.79497059, 144.93530329"
8220251008,8,2025-10-08,2,1,0,1,WebBN_T,"-37.82293543, 144.9471751"
1842020251023,184,2025-10-23,20,446,699,1145,Eli124_T,"-37.81512416, 144.96371988"
50120251001,50,2025-10-01,1,5,4,9,Lyg309_T,"-37.79808192, 144.96721013"
1312220251030,131,2025-10-30,22,99,63,162,King2_T,"-37.82009057, 144.95758725"
81120251009,8,2025-10-09,11,129,247,376,WebBN_T,"-37.82293543, 144.9471751"
134820251005,134,2025-10-05,8,202,170,372,Spen201_T,"-37.81694221, 144.95303935"
108420251020,108,2025-10-20,4,6,3,9,261Will_T,"-37.81295822, 144.95678789"
721320251026,72,2025-10-26,13,46,107,153,ACMI_T,"-37.81726338, 144.96872809"
391620251010,39,2025-10-10,16,135,65,200,AlfPl_T,"-37.81379749, 144.96995745"
162420251030,162,2025-10-30,4,16,8,24,Eli489_T,"-37.80740397, 144.95987909"
241620251013,24,2025-10-13,16,422,1913,2335,Col620_T,"-37.81887963, 144.95449198"
1091520251009,109,2025-10-09,15,233,106,339,LatWill_T,"-37.81193681, 144.95621105"
412120251004,41,2025-10-04,21,1237,1652,2889,Swa31,"-37.81668634, 144.96689733"
117120251009,117,2025-10-09,1,11,4,15,Fli114F_T,"-37.81629332, 144.97090877"
1382120251006,138,2025-10-06,21,0,2,2,EntPark1671_T,"-37.81996544, 144.95981454"
311320251014,31,2025-10-14,13,165,179,344,Lyg161_T,"-37.80169681, 144.96658911"
1241120251023,124,2025-10-23,11,7,4,11,BirBridge_T,"-37.81757416, 144.97329934"
1661420251003,166,2025-10-03,14,51,45,96,Spen484_T,"-37.80896733, 144.94931703"
1071420251004,107,2025-10-04,14,125,153,278,280Will_T,"-37.81246271, 144.95690188"
37920251028,37,2025-10-28,9,16,32,48,Lyg260_T,"-37.80107122, 144.96704554"
761020251013,76,2025-10-13,10,72,47,119,KenMac_T,"-37.79453803, 144.93036194"
1801420251009,180,2025-10-09,14,29,38,67,Mac330_T,"-37.79497059, 144.93530329"
81420251020,8,2025-10-20,14,123,201,324,WebBN_T,"-37.82293543, 144.9471751"
751920251010,75,2025-10-10,19,54,35,89,SprFli_T,"-37.81515276, 144.97467661"
421020251004,42,2025-10-04,10,61,37,98,UM1_T,"-37.80008566, 144.96386412"
402220251006,40,2025-10-06,22,45,19,64,Spr201_T,"-37.80999341, 144.97227587"
501120251012,50,2025-10-12,11,193,205,398,Lyg309_T,"-37.79808192, 144.96721013"
431020251029,43,2025-10-29,10,132,99,231,UM2_T,"-37.79844526, 144.96411782"
1622120251005,162,2025-10-05,21,176,116,292,Eli489_T,"-37.80740397, 144.95987909"
8220251025,8,2025-10-25,2,0,5,5,WebBN_T,"-37.82293543, 144.9471751"
632020251022,63,2025-10-22,20,116,145,261,Bou231_T,"-37.81333081, 144.96675571"
1612120251014,161,2025-10-14,21,0,3,3,BirArt1109_T,"-37.81851276, 144.97131336"
1791620251006,179,2025-10-06,16,70,53,123,Pow61_T,"-37.82392385, 144.96299677"
51820251021,5,2025-10-21,18,1377,951,2328,PriNW_T,"-37.81874249, 144.96787656"
121020251027,12,2025-10-27,10,36,47,83,NewQ_T,"-37.81457988, 144.94292398"
164520251018,164,2025-10-18,5,7,9,16,Lat526_T,"-37.813005, 144.95160411"
2112120251011,211,2025-10-11,21,147,389,536,SouthB_T,"-37.82020539, 144.96499384"
662220251002,66,2025-10-02,22,448,256,704,QVN_T,"-37.81057846, 144.96444294"
2091020251023,209,2025-10-23,10,338,199,537,FliS_T,"-37.81909037, 144.96549709"
292020251030,29,2025-10-30,20,136,198,334,AG_T,"-37.8199817, 144.96872865"
50820251018,50,2025-10-18,8,26,49,75,Lyg309_T,"-37.79808192, 144.96721013"
45820251029,45,2025-10-29,8,416,338,754,Swa148_T,"-37.81414075, 144.96609379"
1431420251012,143,2025-10-12,14,307,388,695,Spencer_T,"-37.821728, 144.95557015"
621020251007,62,2025-10-07,10,209,158,367,Lat224_T,"-37.80996494, 144.96216521"
2121320251005,212,2025-10-05,13,752,611,1363,SouthB_T,"-37.82025374, 144.96501549"
1321320251014,132,2025-10-14,13,192,179,371,King335_T,"-37.81267639, 144.95386444"
442020251027,44,2025-10-27,20,99,32,131,UM3_T,"-37.79698741, 144.96441306"
21620251010,21,2025-10-10,6,12,9,21,Bourke155_T,"-37.81267313, 144.96788288"
1311020251014,131,2025-10-14,10,91,131,222,King2_T,"-37.82009057, 144.95758725"
181420251030,18,2025-10-30,14,315,142,457,Col12_T,"-37.81344862, 144.97305353"
50520251020,50,2025-10-20,5,1,1,2,Lyg309_T,"-37.79808192, 144.96721013"
62820251008,62,2025-10-08,8,121,125,246,Lat224_T,"-37.80996494, 144.96216521"
841420251013,84,2025-10-13,14,770,1061,1831,ElFi_T,"-37.81798049, 144.96503383"
752120251028,75,2025-10-28,21,4,14,18,SprFli_T,"-37.81515276, 144.97467661"
581920251014,58,2025-10-14,19,298,279,577,Bou688_T,"-37.81686075, 144.95358075"
21620251013,2,2025-10-13,16,674,586,1260,Bou283_T,"-37.81380668, 144.96516718"
1302220251005,130,2025-10-05,22,7,2,9,Bou892T,"-37.8204637, 144.94126826"
581420251017,58,2025-10-17,14,564,427,991,Bou688_T,"-37.81686075, 144.95358075"
79120251004,79,2025-10-04,1,67,77,144,FliSS_T,"-37.81794046, 144.96616678"
1231520251015,123,2025-10-15,15,38,40,78,BirBridge_T,"-37.81753741, 144.97329734"
181120251002,18,2025-10-02,11,189,195,384,Col12_T,"-37.81344862, 144.97305353"
691020251010,69,2025-10-10,10,226,182,408,FLDegC_T,"-37.81687226, 144.96559144"
1331420251019,133,2025-10-19,14,404,501,905,Spen229_T,"-37.81531435, 144.95227769"
1841620251010,184,2025-10-10,16,1107,1197,2304,Eli124_T,"-37.81512416, 144.96371988"
1841020251016,184,2025-10-16,10,606,623,1229,Eli124_T,"-37.81512416, 144.96371988"
131720251005,131,2025-10-05,7,24,47,71,King2_T,"-37.82009057, 144.95758725"
87720251005,87,2025-10-05,7,10,8,18,Errol23_T,"-37.80454949, 144.94921863"
6820251016,6,2025-10-16,8,220,1921,2141,FliS_T,"-37.81907439, 144.96557866"
391520251011,39,2025-10-11,15,44,61,105,AlfPl_T,"-37.81379749, 144.96995745"
672020251018,67,2025-10-18,20,208,312,520,FLDegS_T,"-37.81688755, 144.96562569"
1322220251021,132,2025-10-21,22,69,84,153,King335_T,"-37.81267639, 144.95386444"
631820251027,63,2025-10-27,18,392,332,724,Bou231_T,"-37.81333081, 144.96675571"
47120251028,47,2025-10-28,1,31,28,59,Eli250_T,"-37.81258467, 144.9625775"
862020251013,86,2025-10-13,20,15,46,61,574Qub_T,"-37.80309992, 144.94908064"
181920251012,18,2025-10-12,19,8,4,12,Col12_T,"-37.81344862, 144.97305353"
581120251023,58,2025-10-23,11,673,290,963,Bou688_T,"-37.81686075, 144.95358075"
180620251016,180,2025-10-16,6,21,12,33,Mac330_T,"-37.79497059, 144.93530329"
1841420251022,184,2025-10-22,14,784,926,1710,Eli124_T,"-37.81512416, 144.96371988"
1422120251004,142,2025-10-04,21,16,17,33,Hammer1584_T,"-37.81970749, 144.96795734"
49320251011,49,2025-10-11,3,51,45,96,Eli501_T,"-37.80730068, 144.95956055"
1181120251011,118,2025-10-11,11,13,26,39,Fli114C_T,"-37.81632783, 144.97090512"
143420251018,143,2025-10-18,4,30,30,60,Spencer_T,"-37.821728, 144.95557015"
1381420251006,138,2025-10-06,14,1,2,3,EntPark1671_T,"-37.81996544, 144.95981454"
432220251011,43,2025-10-11,22,63,30,93,UM2_T,"-37.79844526, 144.96411782"
166220251008,166,2025-10-08,2,0,1,1,Spen484_T,"-37.80896733, 144.94931703"
671420251017,67,2025-10-17,14,406,550,956,FLDegS_T,"-37.81688755, 144.96562569"
842020251014,84,2025-10-14,20,559,746,1305,ElFi_T,"-37.81798049, 144.96503383"
39720251007,39,2025-10-07,7,51,40,91,AlfPl_T,"-37.81379749, 144.96995745"
41120251030,4,2025-10-30,11,1060,921,1981,Swa123_T,"-37.81487988, 144.9660878"
761020251030,76,2025-10-30,10,67,52,119,KenMac_T,"-37.79453803, 144.93036194"
24920251030,24,2025-10-30,9,1607,486,2093,Col620_T,"-37.81887963, 144.95449198"
271320251001,27,2025-10-01,13,105,176,281,Vic_T,"-37.80606888, 144.95644692"
69820251011,69,2025-10-11,8,101,42,143,FLDegC_T,"-37.81687226, 144.96559144"
421120251018,42,2025-10-18,11,84,65,149,UM1_T,"-37.80008566, 144.96386412"
167320251024,167,2025-10-24,3,1,0,1,Lat526_T,"-37.81304149, 144.95155955"
12020251001,1,2025-10-01,20,291,339,630,Bou292_T,"-37.81349441, 144.96515323"
461020251019,46,2025-10-19,10,42,45,87,Pel147_T,"-37.80240719, 144.9615673"
1302220251022,130,2025-10-22,22,3,0,3,Bou892T,"-37.8204637, 144.94126826"
117420251022,117,2025-10-22,4,1,3,4,Fli114F_T,"-37.81629332, 144.97090877"
762320251031,76,2025-10-31,23,9,17,26,KenMac_T,"-37.79453803, 144.93036194"
761120251008,76,2025-10-08,11,56,47,103,KenMac_T,"-37.79453803, 144.93036194"
1362220251017,136,2025-10-17,22,7,120,127,BirFed1120_T,"-37.8184141, 144.97357915"
5320251011,5,2025-10-11,3,45,46,91,PriNW_T,"-37.81874249, 144.96787656"
691120251022,69,2025-10-22,11,257,163,420,FLDegC_T,"-37.81687226, 144.96559144"
421820251018,42,2025-10-18,18,113,117,230,UM1_T,"-37.80008566, 144.96386412"
692320251011,69,2025-10-11,23,12,17,29,FLDegC_T,"-37.81687226, 144.96559144"
521820251011,52,2025-10-11,18,445,476,921,Eli263_T,"-37.81252157, 144.9619401"
9920251016,9,2025-10-16,9,153,2015,2168,Col700_T,"-37.81982992, 144.95102555"
14820251027,14,2025-10-27,8,223,581,804,SanBri_T,"-37.82011242, 144.96291897"
761820251010,76,2025-10-10,18,59,55,114,KenMac_T,"-37.79453803, 144.93036194"
471320251002,47,2025-10-02,13,941,1177,2118,Eli250_T,"-37.81258467, 144.9625775"
56820251013,56,2025-10-13,8,119,186,305,Lon364_T,"-37.81234775, 144.96153311"
1621120251028,162,2025-10-28,11,391,505,896,Eli489_T,"-37.80740397, 144.95987909"
12020251003,12,2025-10-03,0,9,3,12,NewQ_T,"-37.81457988, 144.94292398"
111720251015,11,2025-10-15,17,25,20,45,WatCit_T,"-37.81564989, 144.93970694"
21420251008,2,2025-10-08,14,710,838,1548,Bou283_T,"-37.81380668, 144.96516718"
107220251009,107,2025-10-09,2,6,1,7,280Will_T,"-37.81246271, 144.95690188"
11020251028,1,2025-10-28,10,425,460,885,Bou292_T,"-37.81349441, 144.96515323"
209420251003,209,2025-10-03,4,11,5,16,FliS_T,"-37.81909037, 144.96549709"
251720251004,25,2025-10-04,17,1626,974,2600,MCEC_T,"-37.82401776, 144.95604426"
102320251014,10,2025-10-14,23,4,5,9,BouHbr_T,"-37.81876474, 144.94710545"
491620251020,49,2025-10-20,16,229,242,471,Eli501_T,"-37.80730068, 144.95956055"
209020251031,209,2025-10-31,0,118,59,177,FliS_T,"-37.81909037, 144.96549709"
101220251031,10,2025-10-31,12,114,68,182,BouHbr_T,"-37.81876474, 144.94710545"
209320251025,209,2025-10-25,3,22,29,51,FliS_T,"-37.81909037, 144.96549709"
161920251002,161,2025-10-02,9,89,100,189,BirArt1109_T,"-37.81851276, 144.97131336"
1431820251001,143,2025-10-01,18,151,262,413,Spencer_T,"-37.821728, 144.95557015"
39420251013,39,2025-10-13,4,2,0,2,AlfPl_T,"-37.81379749, 144.96995745"
40620251020,40,2025-10-20,6,36,51,87,Spr201_T,"-37.80999341, 144.97227587"
241520251031,24,2025-10-31,15,586,1158,1744,Col620_T,"-37.81887963, 144.95449198"
167020251030,167,2025-10-30,0,4,12,16,Lat526_T,"-37.81304149, 144.95155955"
51420251003,51,2025-10-03,4,9,11,20,Fra118_T,"-37.80841815, 144.95906316"
191120251027,19,2025-10-27,11,293,212,505,LtB210_T,"-37.81237202, 144.96550671"
1311320251006,131,2025-10-06,13,175,143,318,King2_T,"-37.82009057, 144.95758725"
179120251013,179,2025-10-13,1,1,0,1,Pow61_T,"-37.82392385, 144.96299677"
62120251008,62,2025-10-08,1,40,44,84,Lat224_T,"-37.80996494, 144.96216521"
681120251014,68,2025-10-14,11,266,249,515,FLDegN_T,"-37.8168479, 144.96559789"
862220251005,86,2025-10-05,22,0,7,7,574Qub_T,"-37.80309992, 144.94908064"
1172320251009,117,2025-10-09,23,31,21,52,Fli114F_T,"-37.81629332, 144.97090877"
1611820251022,161,2025-10-22,18,308,59,367,BirArt1109_T,"-37.81851276, 144.97131336"
75620251003,75,2025-10-03,6,17,42,59,SprFli_T,"-37.81515276, 144.97467661"
210720251005,210,2025-10-05,7,11,10,21,WatCit_T,"-37.8157484, 144.93978108"
301820251011,30,2025-10-11,18,660,629,1289,Lon189_T,"-37.8112185, 144.96656806"
20420251001,20,2025-10-01,4,9,11,20,LtB170_T,"-37.81172914, 144.9682466"
431920251017,43,2025-10-17,19,119,202,321,UM2_T,"-37.79844526, 144.96411782"
202020251011,20,2025-10-11,20,448,688,1136,LtB170_T,"-37.81172914, 144.9682466"
37520251022,37,2025-10-22,5,1,6,7,Lyg260_T,"-37.80107122, 144.96704554"
1431820251018,143,2025-10-18,18,284,355,639,Spencer_T,"-37.821728, 144.95557015"
751620251016,75,2025-10-16,16,46,62,108,SprFli_T,"-37.81515276, 144.97467661"
39220251010,39,2025-10-10,2,0,1,1,AlfPl_T,"-37.81379749, 144.96995745"
671220251014,67,2025-10-14,12,487,713,1200,FLDegS_T,"-37.81688755, 144.96562569"
511420251031,51,2025-10-31,14,111,102,213,Fra118_T,"-37.80841815, 144.95906316"
70620251031,70,2025-10-31,6,9,7,16,Errol20_T,"-37.80456984, 144.94946228"
14320251030,14,2025-10-30,3,2,1,3,SanBri_T,"-37.82011242, 144.96291897"
301520251026,30,2025-10-26,15,224,328,552,Lon189_T,"-37.8112185, 144.96656806"
2101620251008,210,2025-10-08,16,37,48,85,WatCit_T,"-37.8157484, 144.93978108"
9420251002,9,2025-10-02,4,3,1,4,Col700_T,"-37.81982992, 144.95102555"
1342320251022,134,2025-10-22,23,56,79,135,Spen201_T,"-37.81694221, 144.95303935"
1412020251031,141,2025-10-31,20,102,128,230,474Fl_T,"-37.81997273, 144.95834911"
47420251024,47,2025-10-24,4,9,15,24,Eli250_T,"-37.81258467, 144.9625775"
1401520251011,140,2025-10-11,15,131,133,264,Boyd2837_T,"-37.82590962, 144.96185972"
211720251030,211,2025-10-30,7,171,466,637,SouthB_T,"-37.82020539, 144.96499384"
371120251014,37,2025-10-14,11,57,68,125,Lyg260_T,"-37.80107122, 144.96704554"
522120251005,52,2025-10-05,21,162,156,318,Eli263_T,"-37.81252157, 144.9619401"
161020251018,161,2025-10-18,0,5,4,9,BirArt1109_T,"-37.81851276, 144.97131336"
191620251007,19,2025-10-07,16,410,393,803,LtB210_T,"-37.81237202, 144.96550671"
1822020251007,182,2025-10-07,20,267,249,516,King163_T,"-37.81627451, 144.95550503"
1341920251007,134,2025-10-07,19,388,396,784,Spen201_T,"-37.81694221, 144.95303935"
27420251006,27,2025-10-06,4,1,2,3,Vic_T,"-37.80606888, 144.95644692"
432220251028,43,2025-10-28,22,25,67,92,UM2_T,"-37.79844526, 144.96411782"
21020251003,21,2025-10-03,0,37,49,86,Bourke155_T,"-37.81267313, 144.96788288"
3820251028,3,2025-10-28,8,179,303,482,Swa295_T,"-37.81101524, 144.96429485"
4520251023,4,2025-10-23,5,27,34,61,Swa123_T,"-37.81487988, 144.9660878"
1331720251007,133,2025-10-07,17,620,538,1158,Spen229_T,"-37.81531435, 144.95227769"
43120251015,43,2025-10-15,1,0,3,3,UM2_T,"-37.79844526, 144.96411782"
141820251021,14,2025-10-21,18,475,166,641,SanBri_T,"-37.82011242, 144.96291897"
541520251008,54,2025-10-08,15,170,246,416,Swa607_T,"-37.804024, 144.96308399"
541220251031,54,2025-10-31,12,58,60,118,Swa607_T,"-37.804024, 144.96308399"
185820251010,185,2025-10-10,8,292,683,975,Eli197_T,"-37.81374643, 144.96276183"
1432320251024,143,2025-10-24,23,203,184,387,Spencer_T,"-37.821728, 144.95557015"
68820251022,68,2025-10-22,8,138,92,230,FLDegN_T,"-37.8168479, 144.96559789"
1801020251001,180,2025-10-01,10,40,17,57,Mac330_T,"-37.79497059, 144.93530329"
66620251018,66,2025-10-18,6,7,34,41,QVN_T,"-37.81057846, 144.96444294"
67620251026,67,2025-10-26,6,12,8,20,FLDegS_T,"-37.81688755, 144.96562569"
1381320251026,138,2025-10-26,13,3,2,5,EntPark1671_T,"-37.81996544, 144.95981454"
41220251019,4,2025-10-19,12,2211,1156,3367,Swa123_T,"-37.81487988, 144.9660878"
12620251025,12,2025-10-25,6,11,12,23,NewQ_T,"-37.81457988, 144.94292398"
121220251030,12,2025-10-30,12,165,184,349,NewQ_T,"-37.81457988, 144.94292398"
21920251006,21,2025-10-06,9,86,65,151,Bourke155_T,"-37.81267313, 144.96788288"
611020251016,61,2025-10-16,10,283,543,826,RMIT14_T,"-37.80767455, 144.96309114"
166720251003,166,2025-10-03,7,16,19,35,Spen484_T,"-37.80896733, 144.94931703"
212220251024,212,2025-10-24,2,5,8,13,SouthB_T,"-37.82025374, 144.96501549"
1671020251003,167,2025-10-03,10,40,75,115,Lat526_T,"-37.81304149, 144.95155955"
49620251022,49,2025-10-22,6,46,49,95,Eli501_T,"-37.80730068, 144.95956055"
471720251021,47,2025-10-21,17,1554,993,2547,Eli250_T,"-37.81258467, 144.9625775"
27120251010,27,2025-10-10,1,14,13,27,Vic_T,"-37.80606888, 144.95644692"
1391120251003,139,2025-10-03,11,46,46,92,Signal1647_T,"-37.81959923, 144.9632832"
541420251002,54,2025-10-02,14,122,90,212,Swa607_T,"-37.804024, 144.96308399"
87020251005,87,2025-10-05,0,7,13,20,Errol23_T,"-37.80454949, 144.94921863"
1421120251027,142,2025-10-27,11,180,208,388,Hammer1584_T,"-37.81970749, 144.96795734"
45920251022,45,2025-10-22,9,272,266,538,Swa148_T,"-37.81414075, 144.96609379"
1072120251021,107,2025-10-21,21,63,50,113,280Will_T,"-37.81246271, 144.95690188"
9720251030,9,2025-10-30,7,59,1165,1224,Col700_T,"-37.81982992, 144.95102555"
1361420251026,136,2025-10-26,14,81,19,100,BirFed1120_T,"-37.8184141, 144.97357915"
1301820251003,130,2025-10-03,18,33,34,67,Bou892T,"-37.8204637, 144.94126826"
771620251015,77,2025-10-15,16,285,141,426,HarEsP_T,"-37.81441438, 144.94433026"
135520251015,135,2025-10-15,5,0,2,2,Spen161_T,"-37.8172861, 144.95319102"
210320251016,210,2025-10-16,3,4,1,5,WatCit_T,"-37.8157484, 144.93978108"
6320251019,6,2025-10-19,3,27,10,37,FliS_T,"-37.81907439, 144.96557866"
291520251020,29,2025-10-20,15,0,3,3,AG_T,"-37.8199817, 144.96872865"
431620251023,43,2025-10-23,16,251,440,691,UM2_T,"-37.79844526, 144.96411782"
1791220251030,179,2025-10-30,12,79,46,125,Pow61_T,"-37.82392385, 144.96299677"
31820251023,31,2025-10-23,8,49,60,109,Lyg161_T,"-37.80169681, 144.96658911"
